Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publication date,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-2012,1.0550,78.0,6.5832,88.16,0.8063,1131.43,0.6537,1.2884,57.13,32.31,1.2494,30.66,3.2188,10175,21991,3.8745,2.2164,8.1765,1.0386,9.1352,3.9566,0.9774,7.0485,,0.6867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2012,1.0540,78.0,6.5756,88.40,0.8053,1131.73,0.6540,1.2874,57.45,32.29,1.2485,30.62,3.2221,10171,21976,3.8708,2.2143,8.1686,1.0369,9.1183,3.9528,0.9736,7.0263,,0.6859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-2012,1.0541,78.0,6.5675,88.68,0.8007,1130.36,0.6518,1.2862,57.49,32.24,1.2488,30.63,3.2219,10167,21967,3.8712,2.2145,8.1694,1.0394,9.0909,3.9532,0.9679,7.0382,,0.6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Dec-2012,1.0541,77.9,6.5671,88.58,0.8001,1129.63,0.6501,1.2855,57.72,32.22,1.2491,30.62,3.2203,10167,21967,3.8712,2.2145,8.1698,1.0366,8.9919,3.9532,0.9672,7.0194,,0.6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Dec-2012,1.0517,77.7,6.5510,88.62,0.7938,1127.74,0.6468,1.2822,57.60,32.19,1.2531,30.54,3.2087,10165,21928,3.8624,2.2095,8.1508,1.0376,8.8879,3.9441,0.9587,6.9344,,0.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-2012,1.0482,77.5,6.5298,88.25,0.7927,1125.30,0.6446,1.2789,57.42,32.11,1.2543,30.45,3.2075,10139,21855,3.8495,2.2021,8.1237,1.0367,8.9066,3.9310,0.9573,6.8668,,0.6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Dec-2012,1.0451,77.3,6.5110,87.74,0.7921,1124.32,0.6433,1.2756,57.67,32.02,1.2587,30.36,3.1993,10125,21796,3.8381,2.1956,8.0995,1.0344,8.9299,3.9193,0.9560,6.8249,,0.6763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2012,1.0405,77.1,6.4854,87.79,0.7892,1117.81,0.6434,1.2710,57.37,31.88,1.2661,30.23,3.1891,10080,21694,3.8212,2.1859,8.0639,1.0333,8.9192,3.9021,0.9534,6.8234,,0.6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Dec-2012,1.0357,76.9,6.4595,88.90,0.7827,1110.17,0.6419,1.2670,56.72,31.74,1.2620,30.08,3.1744,10031,21584,3.8036,2.1758,8.0279,1.0280,8.8844,3.8842,0.9456,6.7418,,0.6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Dec-2012,1.0380,77.1,6.4686,89.72,0.7838,1111.65,0.6440,1.2699,56.96,31.80,1.2652,30.14,3.1778,10048,21632,3.8121,2.1830,8.0464,1.0325,8.8191,3.8928,0.9472,6.7491,,0.6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Dec-2012,1.0384,77.1,6.4687,89.46,0.7868,1107.87,0.6428,1.2694,56.89,31.79,1.2608,30.16,3.1765,10008,21640,3.8135,2.1838,8.0491,1.0332,8.8002,3.8943,0.9498,6.7651,,0.6757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jan-2013,1.0468,77.7,6.5295,91.22,0.7894,1114.16,0.6415,1.2778,57.04,31.91,1.2525,30.37,3.1817,10138,21815,3.8444,2.2015,8.1143,1.0340,8.8223,3.9258,0.9539,6.7661,,0.6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jan-2013,1.0491,78.0,6.5439,91.52,0.7985,1116.19,0.6467,1.2822,57.17,31.86,1.2602,30.43,3.1840,10150,21863,3.8528,2.2063,8.1325,1.0345,8.9253,3.9344,0.9655,6.8307,,0.6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jan-2013,1.0434,77.8,6.5009,91.55,0.8006,1110.65,0.6491,1.2823,57.27,31.77,1.2661,30.27,3.1772,10095,21744,3.8319,2.1943,8.0883,1.0315,8.9673,3.9131,0.9680,6.8229,,0.6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jan-2013,1.0472,78.1,6.5222,92.19,0.8031,1114.06,0.6530,1.2892,57.61,31.90,1.2628,30.39,3.1872,10174,21824,3.8458,2.2023,8.1166,1.0345,8.9953,3.9273,0.9709,6.8590,,0.6868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jan-2013,1.0480,78.0,6.5246,91.67,0.7988,1114.29,0.6505,1.2891,58.00,31.90,1.2543,30.41,3.1880,10208,21851,3.8488,2.2040,8.1236,1.0343,8.9814,3.9302,0.9657,6.8132,,0.6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Jan-2013,1.0504,78.2,6.5358,91.88,0.8034,1115.26,0.6547,1.2896,57.77,31.97,1.2526,30.50,3.1951,10231,21901,3.8576,2.2090,8.1423,1.0372,9.0166,3.9392,0.9711,6.8916,,0.6856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-2013,1.0549,78.6,6.5646,92.97,0.8087,1118.83,0.6588,1.2943,57.69,32.07,1.2555,30.58,3.2032,10233,21995,3.8741,2.2185,8.1772,1.0411,9.0748,3.9561,0.9774,6.9327,,0.6902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-2013,1.0583,78.7,6.5779,94.22,0.7981,1117.25,0.6553,1.2944,57.69,32.08,1.2557,30.64,3.1955,10223,22058,3.8866,2.2257,8.2048,1.0406,9.1904,3.9689,0.9689,6.8707,,0.6918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-2013,1.0560,78.5,6.5687,94.59,0.7885,1115.14,0.6541,1.2948,57.79,31.98,1.2562,30.56,3.1849,10212,22007,3.8782,2.2208,8.1869,1.0388,9.2074,3.9603,0.9636,6.8134,,0.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-2013,1.0546,78.3,6.5542,93.89,0.7895,1113.34,0.6560,1.2917,57.43,31.72,1.2549,30.54,3.1728,10245,21978,3.8730,2.2179,8.1763,1.0378,9.1766,3.9550,0.9748,6.8113,,0.6852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-2013,1.0564,78.5,6.5659,93.10,0.7948,1118.62,0.6577,1.2938,57.82,31.60,1.2572,30.61,3.1861,10263,22022,3.8796,2.2240,8.1901,1.0404,9.3215,3.9617,0.9845,6.8650,,0.6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-2013,1.0508,78.1,6.5324,92.82,0.7911,1113.16,0.6570,1.2869,57.51,31.40,1.2518,30.46,3.1745,10206,21904,3.8591,2.2122,8.1469,1.0372,9.2602,3.9407,0.9790,6.8365,,0.6831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-2013,1.0518,78.2,6.5375,94.64,0.7857,1110.44,0.6581,1.2887,56.71,31.32,1.2589,30.45,3.1678,10139,21925,3.8627,2.2143,8.1541,1.0379,9.2908,3.9445,0.9855,6.8347,,0.6836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-2013,1.0517,78.3,6.5401,94.17,0.7894,1114.70,0.6627,1.2932,56.62,31.22,1.2579,30.45,3.1802,10191,21928,3.8624,2.2141,8.1541,1.0424,9.3442,3.9441,0.9827,6.8528,,0.6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-2013,1.0550,78.5,6.5619,94.03,0.7907,1121.94,0.6654,1.2948,56.46,31.41,1.2546,30.60,3.2046,10186,21997,3.8745,2.2211,8.1799,1.0465,9.3313,3.9565,0.9818,6.8650,,0.6866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-2013,1.0537,78.3,6.5526,93.25,0.7916,1123.40,0.6655,1.2950,56.72,31.37,1.2535,30.56,3.2059,10168,21964,3.8697,2.2183,8.1699,1.0458,9.3271,3.9516,0.9790,6.8665,,0.6855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-2013,1.0515,78.3,6.5397,93.68,0.7898,1124.26,0.6642,1.2910,56.63,31.36,1.2475,30.51,3.1979,10121,21919,3.8616,2.2137,8.1525,1.0519,9.5262,3.9433,0.9781,6.8585,,0.6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-2013,1.0450,78.0,6.5003,94.51,0.7821,1121.76,0.6626,1.2860,56.13,31.24,1.2500,30.51,3.1914,10110,21778,3.8378,2.2023,8.1031,1.0484,9.4847,3.9190,0.9720,6.7873,,0.6811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-2013,1.0445,78.1,6.5019,94.83,0.7762,1134.17,0.6651,1.2911,56.31,31.20,1.2487,30.92,3.2103,10194,21773,3.8359,2.2013,8.1031,1.0506,9.4896,3.9172,0.9676,6.6995,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-2013,1.0475,78.3,6.5152,95.27,0.7766,1133.40,0.6651,1.2937,56.03,31.18,1.2513,30.95,3.2250,10224,21835,3.8469,2.2076,8.1267,1.0494,9.4599,3.9284,0.9662,6.6694,,0.6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-2013,1.0394,77.7,6.4638,94.40,0.7660,1132.69,0.6577,1.2878,55.32,30.98,1.2448,30.75,3.2284,10145,21671,3.8172,2.1905,8.0637,1.0428,9.3783,3.8980,0.9451,6.5981,,0.6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-2013,1.0390,77.8,6.4692,95.73,0.7627,1139.32,0.6547,1.2906,55.37,31.08,1.2351,30.79,3.2282,10144,21658,3.8157,2.1920,8.0597,1.0364,9.3197,3.8965,0.9459,6.5887,,0.6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-2013,1.0428,78.0,6.4958,96.59,0.7655,1133.68,0.6642,1.2916,55.31,31.02,1.2326,30.84,3.2332,10092,21732,3.8297,2.2000,8.0874,1.0403,9.2307,3.9107,0.9478,6.5971,,0.6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-2013,1.0400,77.9,6.4780,96.06,0.7712,1128.50,0.6603,1.2867,55.37,30.93,1.2353,30.72,3.2146,10078,21667,3.8194,2.1941,8.0649,1.0392,9.2846,3.9003,0.9466,6.5915,,0.6760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Feb-2013,1.0353,77.7,6.4517,97.14,0.7625,1128.94,0.6611,1.2808,54.92,30.82,1.2254,30.53,3.2017,10029,21565,3.8021,2.1842,8.0276,1.0320,9.1552,3.8827,0.9403,6.5459,,0.6730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Feb-2013,1.0318,77.5,6.4326,96.42,0.7637,1124.30,0.6588,1.2782,54.81,30.74,1.2336,30.49,3.1965,10034,21492,3.7893,2.1791,8.0009,1.0278,9.1973,3.8695,0.9389,6.5645,,0.6720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-2013,1.0287,77.3,6.4104,96.17,0.7671,1125.60,0.6540,1.2754,55.05,30.66,1.2315,30.50,3.1879,9958,21433,3.7779,2.1748,7.9786,1.0264,9.1793,3.8579,0.9437,6.5929,,0.6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-2013,1.0301,77.4,6.4201,95.35,0.7702,1128.99,0.6520,1.2756,55.32,30.72,1.2357,30.62,3.1918,9933,21472,3.7830,2.1778,7.9890,1.0348,9.1540,3.8632,0.9461,6.6322,,0.6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2013,1.0251,77.2,6.3889,96.55,0.7655,1121.00,0.6547,1.2750,55.22,30.64,1.2263,30.49,3.1763,9878,21368,3.7647,2.1672,7.9503,1.0315,9.1915,3.8444,0.9431,6.5605,,0.6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-2013,1.0359,77.7,6.4562,96.24,0.7704,1125.61,0.6605,1.2816,55.74,30.87,1.2294,30.78,3.2066,9992,21593,3.8043,2.1901,8.0341,1.0379,9.2212,3.8848,0.9505,6.5905,,0.6769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2013,1.0352,77.8,6.4519,96.80,0.7703,1122.83,0.6669,1.2795,55.84,30.86,1.2218,30.70,3.1962,10006,21579,3.8018,2.1886,8.0282,1.0368,9.1688,3.8822,0.9496,6.5116,,0.6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2013,1.0366,77.7,6.4606,95.65,0.7762,1116.47,0.6680,1.2805,55.87,30.95,1.2181,30.66,3.2070,10027,21608,3.8069,2.1915,8.0388,1.0370,9.1242,3.8876,0.9556,6.5601,,0.6795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2013,1.0288,77.5,6.4206,96.77,0.7717,1114.40,0.6645,1.2759,55.90,30.76,1.2205,30.50,3.1890,9955,21430,3.7783,2.1751,7.9789,1.0366,9.1180,3.8583,0.9521,6.5177,,0.6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2013,1.0330,77.8,6.4486,96.73,0.7737,1116.67,0.6677,1.2789,56.04,30.87,1.2236,30.55,3.2008,10027,21538,3.7937,2.1839,8.0110,1.0442,9.1739,3.8741,0.9538,6.5570,,0.6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-2013,1.0360,77.9,6.4667,96.83,0.7723,1116.55,0.6709,1.2809,56.02,30.91,1.2311,30.61,3.2080,10044,21627,3.8047,2.1903,8.0339,1.0481,9.1772,3.8853,0.9545,6.5288,,0.6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-2013,1.0241,77.3,6.3921,95.72,0.7720,1110.48,0.6733,1.2705,55.70,30.61,1.2273,30.34,3.1824,9935,21383,3.7610,2.1674,7.9428,1.0429,9.1278,3.8407,0.9515,6.5073,,0.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-2013,1.0314,77.8,6.4345,96.30,0.7806,1119.33,0.6743,1.2769,56.14,30.76,1.2306,30.53,3.1973,10012,21546,3.7878,2.1829,7.9997,1.0481,9.1706,3.8681,0.9582,6.6134,,0.6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-2013,1.0282,77.7,6.4096,96.75,0.7795,1117.14,0.6798,1.2742,55.65,30.71,1.2283,30.51,3.1900,9987,21474,3.7761,2.1784,7.9751,1.0526,9.1476,3.8561,0.9575,6.5919,,0.6782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-2013,1.0275,77.4,6.4015,94.61,0.7871,1117.66,0.6760,1.2729,55.52,30.69,1.2317,30.52,3.1878,9972,21464,3.7735,2.1769,7.9703,1.0534,9.0782,3.8534,0.9556,6.6574,,0.6768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-2013,1.0214,77.0,6.3603,93.90,0.7818,1107.45,0.6759,1.2646,55.08,30.46,1.2385,30.28,3.1658,9892,21352,3.7511,2.1640,7.9238,1.0478,9.0271,3.8306,0.9526,6.6023,,0.6751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-2013,1.0275,77.4,6.3980,94.80,0.7818,1112.32,0.6777,1.2702,55.21,30.65,1.2357,30.47,3.1765,9934,21526,3.7735,2.1769,7.9697,1.0513,9.0818,3.8534,0.9552,6.6088,,0.6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-2013,1.0232,77.2,6.3675,94.81,0.7826,1109.51,0.6745,1.2662,55.82,30.43,1.2377,30.29,3.1658,9899,21421,3.7577,2.1678,7.9349,1.0536,9.2333,3.8373,0.9580,6.6028,,0.6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-2013,1.0124,76.7,6.3022,94.51,0.7778,1106.10,0.6734,1.2612,55.72,30.18,1.2336,30.05,3.1465,9823,21195,3.7180,2.1472,7.8517,1.0433,9.2063,3.7968,0.9545,6.5106,,0.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-2013,1.0241,77.4,6.3724,95.37,0.7857,1111.92,0.6772,1.2737,56.05,30.51,1.2347,30.39,3.1744,9937,21486,3.7610,2.1743,7.9426,1.0507,9.2842,3.8407,0.9632,6.5690,,0.6799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Mar-2013,1.0277,77.6,6.3886,95.77,0.7870,1113.62,0.6790,1.2790,56.18,30.56,1.2340,30.43,3.1890,9956,21520,3.7742,2.1843,7.9708,1.0552,9.2834,3.8542,0.9671,6.5552,,0.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-2013,1.0251,77.6,6.3764,96.24,0.7889,1114.08,0.6833,1.2795,56.14,30.49,1.2386,30.38,3.1870,9936,21471,3.7647,2.1787,7.9511,1.0574,9.3466,3.8444,0.9721,6.5711,,0.6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-2013,1.0241,77.7,6.3646,97.68,0.7823,1117.96,0.6833,1.2770,55.77,30.48,1.2403,30.36,3.1814,9921,21440,3.7610,2.1813,7.9440,1.0561,9.3795,3.8407,0.9676,6.4904,,0.6802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-2013,1.0221,77.7,6.3560,98.24,0.7863,1122.16,0.6851,1.2766,55.68,30.43,1.2465,30.34,3.1785,9902,21398,3.7537,2.1770,7.9281,1.0508,9.2968,3.8332,0.9725,6.5487,,0.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-2013,1.0282,78.2,6.3919,99.20,0.7892,1124.80,0.6903,1.2827,55.77,30.45,1.2462,30.53,3.1962,9970,21536,3.7761,2.1900,7.9751,1.0556,9.3725,3.8561,0.9758,6.5776,,0.6850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-2013,1.0310,78.3,6.4070,98.71,0.7909,1131.16,0.6904,1.2856,55.83,30.53,1.2498,30.59,3.2013,9996,21599,3.7863,2.1960,7.9982,1.0578,9.4584,3.8666,0.9760,6.5325,,0.6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-2013,1.0369,78.9,6.4458,99.59,0.8009,1147.90,0.6944,1.2958,56.49,30.75,1.2676,30.82,3.2284,10061,21723,3.8080,2.2085,8.0441,1.0648,9.5925,3.8887,0.9881,6.6686,,0.6901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-2013,1.0376,78.9,6.4480,99.80,0.7969,1151.11,0.6877,1.2954,56.11,30.69,1.2637,30.83,3.2329,10065,21722,3.8106,2.2100,8.0499,1.0607,9.5198,3.8912,0.9823,6.6621,,0.6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-2013,1.0364,78.8,6.4417,98.19,0.8037,1155.59,0.6865,1.2968,56.25,30.65,1.2582,30.83,3.2481,10062,21707,3.8062,2.2075,8.0430,1.0612,9.5577,3.8867,0.9782,6.6921,,0.6879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-2013,1.0387,78.9,6.4566,99.28,0.8017,1153.84,0.6877,1.2978,56.07,30.49,1.2583,30.88,3.2413,10082,21740,3.8146,2.2124,8.0602,1.0616,9.5366,3.8953,0.9830,6.6837,,0.6913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-2013,1.0380,78.9,6.4484,98.68,0.8065,1160.74,0.6880,1.2992,56.48,30.29,1.2622,30.92,3.2458,10102,21725,3.8121,2.2132,8.0564,1.0661,9.6101,3.8927,0.9839,6.7176,,0.6910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-2013,1.0372,78.9,6.4441,99.33,0.8012,1157.93,0.6863,1.2974,56.33,30.31,1.2555,30.91,3.2355,10093,21719,3.8091,2.2139,8.0504,1.0631,9.6726,3.8897,0.9799,6.7064,,0.6911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-2013,1.0431,79.2,6.4814,98.98,0.8076,1164.88,0.6867,1.3035,56.67,30.53,1.2524,31.13,3.2482,10163,21843,3.8308,2.2265,8.0972,1.0682,9.6955,3.9118,0.9875,6.7639,,0.6945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-2013,1.0450,79.2,6.4898,99.14,0.8015,1161.67,0.6854,1.3010,56.57,30.58,1.2518,31.19,3.2332,10174,21872,3.8378,2.2305,8.1129,1.0689,9.6920,3.9190,0.9815,6.7450,,0.6947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-2013,1.0462,79.3,6.4988,98.53,0.8132,1157.10,0.6892,1.2981,56.87,30.73,1.2532,31.23,3.2364,10198,21913,3.8422,2.2355,8.1195,1.0671,9.7088,3.9235,0.9927,6.8209,,0.6947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-2013,1.0466,79.4,6.5022,99.26,0.8149,1161.36,0.6906,1.3014,56.90,30.71,1.2494,31.27,3.2445,10184,21911,3.8436,2.2387,8.1222,1.0648,9.6894,3.9251,0.9935,6.7965,,0.6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-2013,1.0426,79.1,6.4793,98.08,0.8155,1161.93,0.6890,1.2963,56.73,30.49,1.2464,31.21,3.2352,10124,21835,3.8289,2.2302,8.0935,1.0599,9.6518,3.9100,0.9941,6.8064,,0.6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Apr-2013,1.0457,79.0,6.4850,97.09,0.8130,1163.60,0.6862,1.2935,56.82,30.68,1.2446,31.20,3.2255,10182,21892,3.8403,2.2368,8.1180,1.0616,9.5988,3.9216,0.9889,6.8006,,0.6959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Apr-2013,1.0457,79.2,6.4847,97.81,0.8166,1170.50,0.6933,1.2954,56.86,30.76,1.2438,31.25,3.2291,10187,21892,3.8403,2.2368,8.1168,1.0611,9.6706,3.9216,0.9937,6.7898,,0.6965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Apr-2013,1.0462,79.3,6.4880,98.45,0.8152,1177.08,0.6923,1.2965,57.15,30.72,1.2449,31.25,3.2171,10203,21907,3.8422,2.2403,8.1204,1.0615,9.6745,3.9235,0.9902,6.8181,,0.6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Apr-2013,1.0419,79.2,6.4613,100.31,0.8060,1176.31,0.6842,1.2917,57.11,30.53,1.2392,31.19,3.1898,10162,21812,3.8264,2.2310,8.0884,1.0558,9.5646,3.9073,0.9794,6.7999,,0.6967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-2013,1.0371,79.1,6.4353,102.21,0.7989,1182.45,0.6770,1.2879,56.77,30.35,1.2319,31.11,3.1740,10122,21701,3.8087,2.2208,8.0514,1.0548,9.4265,3.8893,0.9699,6.6945,,0.6908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-2013,1.0431,79.5,6.4705,103.41,0.8003,1188.56,0.6832,1.2935,56.82,30.23,1.2286,31.30,3.1757,10157,21806,3.8308,2.2360,8.0979,1.0610,9.3754,3.9118,0.9746,6.6888,,0.6938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr-2013,1.0505,79.9,6.5064,104.14,0.8033,1193.34,0.6854,1.3005,57.28,30.49,1.2317,31.50,3.1930,10186,21961,3.8580,2.2519,8.1545,1.0678,9.3822,3.9396,0.9798,6.7176,,0.6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr-2013,1.0518,80.0,6.5180,104.82,0.8047,1187.53,0.6861,1.3022,57.34,30.50,1.2246,31.48,3.1927,10190,21935,3.8627,2.2547,8.1647,1.0671,9.3869,3.9445,0.9806,6.7279,,0.6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
